id,sqft_house,sqft_lot,sqft_no_basement,sqft_basement,sqft_house_after_2015,sqft_lot_after_2015
7689600650,2240,11536,2240,0,1650,8760
7694600143,1480,9375,1480,0,1370,9000
7694800180,2140,2868,1770,370,2140,2527
7696500280,910,7194,910,0,1530,7200
7696610240,1400,8500,1400,0,1580,7650
7696610270,1360,7488,1050,310,1580,7508
7696620100,1580,7560,1000,580,1580,7560
7697100030,1520,5910,1020,500,1710,5910
7697870350,1870,5909,1270,600,1870,7887
7697870600,1520,7200,1520,0,1780,7210
7697920150,1830,7614,1830,0,1860,6930
7701700040,1510,30185,1510,0,1470,12465
7701960130,2980,18935,2980,0,3670,18225
7701960990,3190,14565,3190,0,3420,20475
7702080150,2980,4502,2980,0,2850,4501
7702600949,3610,6345,2370,1240,3010,29279
7708000010,1420,12655,1420,0,2020,9655
7708200600,2480,4136,2480,0,2510,4314
7708200880,2920,6327,2920,0,2520,5026
7708300150,1660,11135,1660,0,1660,11560
7715600050,1560,5950,780,780,1320,7830
7715801030,1620,8125,1620,0,1480,8120
7732100150,2440,9727,2440,0,2370,11503
7732300390,2390,9157,2390,0,2360,8250
7732410360,2420,9000,2420,0,2630,9000
7739100015,1710,7320,1710,0,2260,8839
7740100260,2850,11535,1680,1170,2670,9942
7740500070,1880,9659,1180,700,1780,9659
7751800115,1390,9680,1390,0,1460,10050
7760600110,1690,9600,1210,480,1450,9647
7766200013,4220,24186,2600,1620,2410,30617
7767400060,2300,7314,1420,880,2010,7314
7768800280,3600,5697,2940,660,3490,5911
7772000010,1970,7451,1350,620,1980,7510
7784400130,3200,9200,1600,1600,2220,9500
7785000230,3480,15185,3480,0,3030,14257
7785350490,2770,15886,2770,0,3290,15886
7785380150,2720,6427,1650,1070,2720,8484
7787050180,3080,7282,3080,0,3080,7274
7787110680,2210,8010,2210,0,2430,9600
7788400170,940,10875,940,0,1250,11200
7789000120,940,8400,940,0,1190,8400
7789000235,950,8400,950,0,1250,8400
7796600070,1190,8726,1190,0,1390,8741
7804700020,3910,14000,3910,0,2280,14000
7805450810,3060,12095,3060,0,3060,11455
7813500040,1900,3301,1900,0,1960,3379
7818700410,2140,6000,1070,1070,1240,4650
7821200307,970,3300,970,0,1060,3600
7831800505,1230,4380,1230,0,1525,6026
7846700310,1010,3000,1010,0,1150,7000
7846700850,1150,6000,1150,0,1210,7700
7849202190,1470,4800,1470,0,1060,7200
7849202231,1470,3976,1470,0,1490,4400
7849202299,1490,7111,1490,0,1500,4675
7852000500,2160,7737,2160,0,2460,7737
7852020250,3190,7869,3190,0,2630,6739
7852020340,2630,4611,2630,0,2220,5250
7852020790,2230,5348,2230,0,2190,5205
7852030330,2270,4488,2270,0,2360,4427
7852040110,2070,3986,2070,0,2090,3986
7852070090,3110,11727,3110,0,4240,13353
7852090280,4270,6384,3060,1210,2850,6285
7852090750,2590,5756,2590,0,2620,6109
7852120140,3510,9364,3510,0,3510,9161
7852130100,2340,4273,2340,0,2400,4624
7852130410,2480,5647,2480,0,2510,5018
7852130460,2520,4104,2520,0,2510,5015
7852130550,3020,6788,3020,0,2640,5325
7852140170,2830,14538,2830,0,2270,6939
7852160170,4980,18069,4980,0,4080,14577
7852170370,2370,7875,2370,0,2660,7752
7852180340,2360,6699,2360,0,2360,4744
7852180650,1970,4058,1970,0,2340,4067
7852190410,3240,8016,2910,330,2990,7561
7852190580,2700,6037,2700,0,2740,6054
7853220610,2050,5694,2050,0,2680,7187
7853221330,2920,6000,2920,0,3100,6001
7853230200,2480,5082,2480,0,2480,5874
7853230590,2190,6578,2190,0,2190,5416
7853240200,2720,6439,2720,0,3180,7320
7853240310,3500,11306,3500,0,3180,8028
7853250160,3060,7161,2860,200,2950,6822
7853270520,3030,7644,2830,200,3400,6908
7853270940,1720,4515,1720,0,2220,4618
7853280490,4220,5817,2910,1310,4290,6637
7853280620,4490,5805,3390,1100,4410,6299
7853301520,3940,9780,3940,0,3550,8468
7853301570,3550,10968,3550,0,3550,8583
7853320470,2550,8698,2550,0,2430,5519
7853320550,2070,4427,2070,0,2070,4556
7853340330,1810,3292,1810,0,1810,2769
7853340660,1650,2710,1650,0,1760,2992
7853361310,1950,5000,1950,0,2710,5000
7853361370,3310,6500,3310,0,2380,5000
7853370020,3230,5250,2680,550,2710,5250
7853370100,3230,5200,2680,550,3100,4900
7853400220,2840,7201,2840,0,2540,5260
7853430660,3920,4832,3030,890,2660,4832
7854800090,2900,11769,2900,0,2900,9611
7855801670,5180,19850,3540,1640,3160,9750
7856570190,3410,23000,3410,0,2490,15512
7856610130,2720,8712,2720,0,2470,8714
7856620910,2540,11500,1640,900,2820,9800
7856640180,2900,23550,1490,1410,2900,19604
7856700920,2190,11500,1430,760,2580,9700
7857000716,1800,5182,900,900,1570,5876
7861500150,2160,59241,2160,0,2290,125017
7867500021,1760,6723,1160,600,2080,8965
7871500280,2250,3600,2010,240,1910,3990
7877400245,960,10761,960,0,960,10761
7882600326,4700,11237,2930,1770,3180,13140
7883603945,2300,6720,2300,0,1200,6000
7883605915,1020,6000,1020,0,1240,6000
7888000390,1060,7473,1060,0,1320,7912
7889600685,1080,5025,1080,0,1370,6000
7891600165,700,2500,700,0,1340,5000
7893200486,1520,6500,990,530,1500,7500
7893205080,1230,7500,1230,0,1260,7800
7893207510,1350,5850,1050,300,1710,7757
7893804790,2300,7500,1650,650,2300,7500
7893808220,990,8062,990,0,1420,8790
7899800045,910,5120,910,0,1410,5132
7902200015,1820,15570,1820,0,2490,9480
7905200147,1657,5031,1657,0,2050,6201
7905370440,2310,8303,1300,1010,1930,8303
7920100025,740,5100,740,0,920,5100
7922710450,3670,8960,3670,0,2340,9425
7922800160,1400,7293,1400,0,1600,7960
7922900460,2030,9032,2030,0,2350,8937
7923250090,3110,9015,1590,1520,3150,11447
7923600250,1870,7344,1870,0,1870,7650
7923700020,1570,7320,1570,0,1530,8800
7925100271,1200,4500,1200,0,1340,4500
7936000463,2560,7210,2560,0,2160,10439
7936500190,2130,34689,2130,0,3030,28598
7941500170,970,7790,970,0,1150,8160
7943000020,760,7272,760,0,1370,7866
7950302150,660,3570,660,0,1520,4080
7950303290,2060,3500,1030,1030,1110,6000
7954300220,3010,7953,3010,0,2670,6202
7954300460,3010,6181,3010,0,2960,6515
7955040160,1460,9759,1460,0,1620,8421
7955050250,1840,7575,1390,450,1820,7500
7956300020,1060,9600,1060,0,1060,9604
7960100220,2460,3600,1640,820,1890,3600
7963900100,2620,14248,1830,790,2620,12343
7967700530,1020,7538,1020,0,1650,7201
7972000010,1140,9628,1140,0,1510,9633
7972000240,1510,10248,1510,0,1510,9753
7972601270,1550,8509,1150,400,1840,7620
7972601950,2800,7350,2800,0,2190,7620
7972603385,870,6150,870,0,1120,6150
7972604001,1830,7986,1060,770,1410,7260
7972604425,1840,7076,1840,0,1510,7320
7974700150,3510,4798,2700,810,1460,1684
7977200720,1480,6120,1480,0,1480,6120
7977200945,1000,5100,860,140,1000,5100
7979900126,1530,23660,1530,0,1800,11407
7979900145,1470,11398,1470,0,1710,11407
7983000200,1300,8284,1300,0,1360,7848
7985100190,1360,7293,1360,0,1540,7353
7985400089,1840,1562,1400,440,1840,1766
8001470480,3980,9209,3980,0,3800,9333
8001600130,1770,9450,1770,0,2200,8582
8011100047,2740,7872,2740,0,1220,6300
8011100125,2650,6717,2650,0,2740,7923
8016300250,2260,10087,1520,740,2500,9440
8018600880,800,15000,800,0,1170,15000
8019200925,1850,14800,1760,90,1250,14800
8021700495,1560,2250,1560,0,1610,4500
8021700715,2360,6750,1930,430,1320,4500
8021700725,1300,2250,1300,0,1300,4500
8024200681,1400,1022,1400,0,1270,1205
8024201270,980,5110,780,200,1430,5110
8025700460,1840,7275,1090,750,1840,7275
8025700590,970,7275,970,0,1750,7200
8026200080,1890,10550,1010,880,1930,7291
8029500380,1830,10873,1830,0,2490,8976
8032700010,1730,3000,1730,0,1730,1774
8035600590,2850,8039,1540,1310,2240,7727
8039900086,1220,7250,1220,0,1700,15251
8045600130,1680,9545,1080,600,1890,9545
8056000075,1890,9466,1890,0,2180,12825
8078050120,1350,8587,1350,0,1350,8587
8078350280,2350,7035,2350,0,2270,7192
8078360080,2400,7351,2400,0,2330,7756
8078380230,2210,8622,2210,0,2340,7192
8078400010,2240,8376,1740,500,1890,7875
8078400020,1570,8111,1570,0,1990,7875
8078520090,1570,5706,1570,0,1570,5706
8078700020,1800,43647,1800,0,2480,25608
8079000190,2150,8173,2150,0,2080,7620
8081020370,3550,11000,2260,1290,4100,10012
8082400136,2620,4743,1310,1310,1900,4764
8083350070,1660,2748,1660,0,1620,3167
8085400401,4020,9656,4020,0,1960,9520
8091670730,2890,6322,2890,0,2380,5738
8092500720,1330,9548,1330,0,1420,9548
8092501400,2290,9600,2290,0,1310,9600
8096600050,1850,9600,1850,0,1770,9600
8096800110,2730,9388,1390,1340,2255,5701
8099800340,1540,20281,1540,0,1710,21090
8099900040,2440,10200,2440,0,2000,10568
8099900260,2230,10414,1450,780,1960,10240
8100000110,1350,7588,1350,0,1470,7341
8106100105,5770,21300,5770,0,4620,22748
8113600004,2660,4975,2660,0,1840,6653
8114000040,1480,11200,1480,0,1480,20310
8118600025,1560,7980,1170,390,1570,7980
8121100265,2750,6180,1500,1250,1740,6180
8121100395,1600,6180,1600,0,1410,6180
8121200970,1970,7532,1390,580,1970,8248
8122600195,1730,6375,1730,0,1180,6250
8122600245,1580,6396,790,790,1180,6396
8127700845,710,4618,710,0,1810,4988
8128600060,4690,14930,3680,1010,2910,13320
8129700644,2080,2250,2080,0,2080,2250
8137500400,2140,40173,2140,0,2380,43016
8138870060,1590,1679,1590,0,1590,1680
8143000280,1210,6175,1210,0,1520,7475
8143100500,1640,17583,1110,530,1420,11680
8150100045,830,6000,830,0,830,4960
8151600973,2510,7245,2510,0,1830,8900
8151601190,1460,11726,1290,170,1460,10450
8155870200,2052,3723,2052,0,2052,5250
8156600155,2460,5100,1450,1010,1560,5100
8159610060,1400,9177,1400,0,2020,8547
8159620260,2560,8927,1790,770,1920,9669
8161000220,1860,21876,1860,0,2450,21876
8161020050,2690,21883,2690,0,2370,21781
8165500790,1690,1200,1410,280,1740,1664
8562600260,1470,7350,1470,0,1470,7350
8562750550,2520,3980,2520,0,2580,3980
8562770490,2140,2867,1960,180,2280,2836
8562780490,1150,,1150,0,1150,755
8562890590,2430,5000,2430,0,2910,5620
8562900430,3691,11088,3691,0,3190,11270
8562900520,3690,11928,2540,1150,2640,11928
8562901010,2770,10800,1910,860,2140,10800
8562901350,2480,10800,2480,0,2380,11310
8562901830,2490,10720,1400,1090,3080,10720
8562970040,3690,12353,3690,0,2290,9082
8563000470,1860,8117,1460,400,2040,8199
8563010540,1770,9848,1370,400,2040,9587
8563020170,1650,9500,1650,0,1880,9375
8563030280,2030,8398,2030,0,2450,8104
8564850200,3280,6553,3280,0,3360,7242
8564860130,3440,6037,3440,0,3270,6037
8564860270,2680,5539,2680,0,2680,5992
8564950280,2810,4607,2810,0,2540,4871
8565000030,3450,33460,3450,0,2820,35250
8567300110,2340,59058,2340,0,2700,37263
8568700015,1460,9998,960,500,1460,9998
8581200030,1220,9100,1220,0,1160,7700
8581400450,1000,5026,760,240,990,5026
8588000315,1330,13102,1330,0,1270,11475
8594400370,1560,35026,1290,270,1660,35160
8598200070,1420,2229,1420,0,1500,2230
8605900060,1810,3000,1810,0,1140,3000
8632100010,1250,8100,1250,0,1710,8100
8635750950,2460,4200,2460,0,2460,4200
8641500345,1360,3120,1360,0,1360,3120
8642600170,1757,19370,1757,0,1850,11125
8644210110,3320,12840,2600,720,3230,14933
8645530010,1400,7384,1150,250,1820,7992
8645900080,1720,128066,1720,0,2360,111078
8648100200,2050,10271,2050,0,2050,8103
8650000250,3820,53173,2040,1780,2510,15314
8651402700,1060,5144,1060,0,1130,5200
8651410740,860,5200,860,0,1010,5200
8651430220,870,5200,870,0,870,5200
8651430370,1240,5200,1240,0,870,5200
8651430560,870,5330,870,0,840,5200
8651441290,1430,5200,1030,400,1190,5200
8651441620,1160,5200,1160,0,1170,5200
8651442520,2160,5200,1320,840,1460,5144
8651510380,2070,9195,1220,850,2080,9551
8651510610,1520,11085,1520,0,2310,9647
8651520510,2550,7636,1440,1110,2290,8223
8651610660,2440,6733,2440,0,2570,6496
8651611640,3750,7821,3750,0,3210,8405
8651710190,2140,10943,1550,590,2350,9000
8653900150,3240,7857,3240,0,2970,7857
8656300080,1850,16535,1850,0,1528,13295
8658301060,1160,2500,1160,0,970,7500
8663200450,2800,10800,1680,1120,2260,9800
8663280080,1660,8174,830,830,1610,9318
8665900206,1660,11747,830,830,1900,19850
8665900331,1670,12075,1370,300,1800,12123
8669150700,1984,4460,1984,0,2095,3402
8669400100,4190,38912,2040,2150,3050,36884
8672200110,4170,8142,4170,0,3030,7980
8673400052,1370,1193,1370,0,1320,1180
8673400190,1630,1587,1630,0,1500,1527
8678500060,6070,171626,6070,0,4680,211267
8679600150,2510,13695,1280,1230,1220,12500
8680100030,2000,9416,2000,0,1440,9555
8682220390,2630,7957,2630,0,2305,7220
8682230760,3360,6750,3360,0,2510,6750
8682231110,1870,6275,1870,0,1670,5200
8682231190,1930,4500,1930,0,1670,5200
8682250350,1670,6460,1670,0,2170,6254
8682260870,1300,4659,1300,0,1640,4780
8682261010,1510,4555,1510,0,1640,4500
8682261250,1660,5581,1660,0,1670,4871
8682262170,1340,4664,1340,0,1350,4236
8682262190,1350,4220,1350,0,1350,4409
8682262260,1930,5570,1930,0,1810,5178
8682262330,1350,4286,1350,0,1440,4839
8682281600,1570,4665,1570,0,2165,6262
8682290100,1510,3657,1510,0,1510,3657
8682290360,1440,9985,1440,0,1510,4560
8682291680,1930,4601,1930,0,1670,4500
8682300640,2170,8678,2170,0,2170,5890
8682301600,1810,3930,1810,0,1560,5100
8682310470,1440,4660,1440,0,1680,4989
8685500020,1530,6372,1210,320,1960,6426
8687800100,1720,13104,1720,0,1840,13104
8687800150,1650,11256,1250,400,1860,11256
8691300500,2880,12349,2880,0,3490,11539
8691300860,3130,13202,3130,0,2840,10470
8691300900,3730,9847,3730,0,3490,10219
8691310380,2830,10240,2830,0,3490,10240
8691330910,2830,13059,2830,0,3840,11596
8691360490,4610,11676,4610,0,3900,11164
8691400010,3330,7809,3330,0,3100,6465
8691420050,3460,7702,3460,0,3380,7464
8691430330,4100,7578,4100,0,3710,8156
8691500990,4190,7504,4190,0,2480,6727
8700100100,1850,6663,1850,0,1850,6417
8701600030,1590,5000,1190,400,1590,5000
8701600510,1850,4945,1850,0,1850,4950
8712100575,2750,5589,1840,910,1460,4250
8712100720,2090,5015,2090,0,1930,4250
8718500275,1950,12240,1250,700,1880,12000
8730000210,1370,1140,1080,290,1340,1050
8730600050,2430,11448,1620,810,2140,8144
8731900340,1760,7482,1760,0,2000,7500
8731901940,1930,8040,1930,0,2370,8000
8731950080,2930,9840,1560,1370,2800,8374
8731950910,1680,7455,1680,0,2040,8214
8731981500,2160,8000,1660,500,2350,8200
8731983340,1850,7800,1850,0,2360,8000
8732020310,2160,8811,1360,800,2090,8400
8732020670,1830,9620,1830,0,1990,8280
8732130940,1980,9000,1480,500,1980,9360
8732190380,1220,8817,1220,0,2000,8028
8802400411,1050,8498,1050,0,1050,8498
8802400416,1530,8498,1530,0,1380,8498
8805900080,1840,2825,1040,800,1820,3750
8807300130,910,10240,910,0,1140,10720
8807600140,1280,11625,1280,0,1320,10875
8807810890,1250,21303,1250,0,1250,17920
8807900233,1090,934,1090,0,1090,1376
8813400345,980,3663,980,0,1620,3706
8815400020,1950,4200,1040,910,1450,5000
8815400105,1620,4200,830,790,1580,5000
8818400155,1590,4080,1590,0,1570,4080
8818900060,1530,4080,1530,0,1860,4080
8820901670,4390,10140,3350,1040,2010,8400
8820902200,4110,8400,3130,980,2820,8400
8820902540,1670,6212,1670,0,1670,7272
8820902549,2280,3446,2280,0,1610,6670
8823902005,2290,4320,1980,310,2870,4320
8824900020,2580,3560,1710,870,1980,3800
8825900245,2610,4080,1750,860,2160,4080
8825900310,2030,4080,1730,300,1980,4080
8827900015,1160,4360,1160,0,1810,4360
8827900690,1460,2800,730,730,1780,4560
8827901450,2570,4480,1580,990,2070,4480
8832900135,3320,13138,1900,1420,2820,13138
8832900360,2250,11520,2250,0,2730,12445
8835200230,1850,5444,1850,0,1540,5000
8835770330,2370,184231,2370,0,3860,151081
8842400071,2420,8560,1620,800,2210,7040
8849300160,2280,8190,1390,890,1990,9000
8850000509,1620,1444,1080,540,1660,1642
8854000370,3110,12429,1790,1320,3050,11902
8854100130,3150,10542,1620,1530,3150,11807
8854100220,3050,12700,2240,810,3050,12386
8856004415,1150,8000,1150,0,1170,9600
8856890020,1680,9769,1340,340,1730,9686
8856890330,1740,9613,1740,0,1680,9769
8856960280,1860,8378,1860,0,1870,8378
8857320070,1980,3128,1980,0,1950,2856
8857600820,2130,8800,1100,1030,1480,8120
8858100020,1480,8415,1080,400,1780,8512
8860300220,2300,7000,1290,1010,2080,7280
8860500130,2720,6781,2100,620,2280,5942
8861000210,1480,8163,1040,440,2170,11124
8862500280,1570,1268,1570,0,1570,1300
8864000440,900,6099,790,110,1240,6099
8895800200,3590,5625,3590,0,3590,5625
8898700820,1060,7700,820,240,1370,8833
8898700960,1820,8085,1820,0,1860,8625
8898701340,1190,8175,1190,0,2230,9520
8899000310,1300,7313,1300,0,1770,8075
8899200570,1900,7800,1390,510,1730,7800
8901500178,2440,9450,2440,0,1720,7503
8902000175,2120,11479,1060,1060,1540,11000
8907500070,8000,23985,6720,1280,4600,21750
8910500471,1140,7785,1140,0,2080,10620
8914100170,2910,12283,2910,0,2680,22499
8917100206,1960,12688,1960,0,2050,9375
8924100308,3260,5974,2820,440,2260,6780
8925100255,3200,7500,1860,1340,2500,6500
8925100440,2110,6375,1600,510,2760,6375
8929000090,1540,1870,1540,0,1540,1619
8929000130,1210,1032,1210,0,1210,1090
8929000250,1210,1161,1210,0,1700,2285
8929000290,1690,1618,1150,540,1690,1618
8937500040,1520,15344,1520,0,2270,14981
8941500010,2510,17200,1540,970,2370,14621
8943600360,1350,3582,1350,0,1940,3860
8943600430,2283,3996,2283,0,1760,3992
8943600720,1413,3600,1413,0,2150,3869
8944290160,1510,3413,1510,0,1570,3777
8944310330,1520,5649,1520,0,1540,5000
8944460290,3004,5700,3004,0,2665,5700
8945000260,1630,8400,1630,0,1190,8989
8945100320,1420,8580,1420,0,1200,8580
8945100530,970,8378,970,0,1050,8563
8945300090,1490,8239,1490,0,1200,8470
8946400210,2110,4099,2110,0,2110,4871
8956000250,1980,3128,1890,90,2160,2240
8956200990,2628,11466,2628,0,2849,10909
8961950410,2250,7904,2250,0,2460,8622
8961970510,3030,7864,3030,0,2790,7034
8965460090,3130,12381,3130,0,3250,10049
8965500030,2770,9305,2770,0,2520,9773
9100000040,1710,4080,1130,580,1200,4080
9117100040,2050,9360,1520,530,1840,9383
9122001225,2200,7200,1220,980,1940,6000
9126100814,1560,1020,1560,0,1560,1728
9126101201,680,4800,680,0,1610,4800
9126101511,3250,2760,2420,830,1260,2780
9136103027,1440,3225,960,480,1160,3630
9136103130,1090,4013,1090,0,1390,4013
9144100007,1630,7599,1630,0,2030,7599
9144300120,960,9531,960,0,1670,9250
9151600055,2700,6000,2100,600,2050,5400
9161100730,2130,6325,1440,690,1240,6325
9169100175,2490,4700,1690,800,2240,5000
9169600096,1840,9000,1340,500,1880,7560
9183703045,2220,8229,2220,0,1660,8396
9188200505,1830,3868,1830,0,2330,3868
9194102188,3190,6875,2120,1070,2550,6875
9197100263,2000,12208,1140,860,1060,8194
9201000610,3720,12384,1860,1860,3180,15541
9206500250,3770,8899,2940,830,3300,8308
9206700060,4070,129808,4070,0,4070,102366
9206950200,1320,1957,660,660,1420,2198
9209900270,1060,4228,860,200,1060,4187
9209900315,1320,4400,1320,0,1350,4400
9211010330,3340,6924,3340,0,3030,6119
9211010840,3010,9000,3010,0,3250,5531
9211500150,1480,6592,1080,400,1660,7150
9211500520,1670,6900,1170,500,1740,7000
9212900180,2760,6000,2230,530,1600,6000
9214400120,1140,5720,850,290,1410,5832
9222400565,1100,3500,1100,0,2050,4000
9238430300,2550,39460,1890,660,2560,38638
9238900616,1760,8400,1460,300,1980,8400
9262800255,1894,52769,1520,374,1820,50529
9262800294,2170,10018,1630,540,2049,15263
9264900660,2500,9654,1830,670,2500,8839
9264910900,2830,7350,1690,1140,2350,7768
9264911550,3130,9302,2190,940,2350,7949
9264950410,2550,7349,2550,0,2400,8508
9264950420,2460,7350,2460,0,2390,8568
9264950600,2031,7702,2031,0,2390,7700
9264960340,2610,7091,2610,0,2610,7773
9265410090,1370,8006,1370,0,1530,8006
9268200315,1870,8442,1060,810,1640,6174
9268200484,2210,4861,2210,0,1590,5080
9268710390,1470,2052,1470,0,1470,2052
9268850140,1390,745,1390,0,1390,942
9268850160,1590,942,1590,0,1390,942
9268850290,1620,1057,1540,80,1390,942
9268850360,1390,745,1390,0,1390,942
9268851020,2340,2810,1730,610,2600,2843
9272200090,3780,6000,2770,1010,2660,6000
9272201385,2340,4730,1810,530,2100,4970
9272201704,980,895,670,310,980,899
9272202260,1200,7000,1200,0,3290,6000
9273200140,3950,3938,2910,1040,3220,4500
9274200620,1670,4200,1670,0,1340,2875
9274202620,1850,2860,1210,640,1660,3120
9274203390,1540,4025,1190,350,1950,4420
9275700005,2880,6092,1920,960,2880,5308
9276200220,720,3166,720,0,1140,6250
9276200569,2730,3047,2400,330,1980,4600
9276201140,2220,5000,1110,1110,1450,5000
9279700150,4410,8112,3570,840,2770,5750
9283800230,3110,49765,3110,0,1880,19709
9284801100,1060,5750,1060,0,1060,5750
9284801435,1760,5750,1070,690,1860,5750
9285800590,1610,4108,1610,0,1680,4467
9286100300,1670,4308,1670,0,1670,2897
9286100320,2030,2805,1720,310,1670,2898
9290870040,3220,38448,3220,0,3090,38448
9294300070,1820,5000,1640,180,2060,5000
9297300500,870,4000,870,0,1690,4000
9297301055,1120,4800,770,350,1510,4800
9297301065,1800,4800,900,900,1400,4800
9297301580,1560,4049,1000,560,1430,3738
9301300215,2420,1923,1840,580,1840,2890
9310300300,2860,12293,1430,1430,1920,18110
9319800050,2650,5000,2650,0,1110,6250
9320350020,2330,3497,1920,410,2330,5242
9320600090,1560,8314,1560,0,1820,8925
9320700090,2130,9600,2130,0,1710,9600
9320900420,900,4750,900,0,900,3404
9320900610,900,4770,900,0,900,3480
9321010130,1390,8980,1390,0,1770,9085
9322800210,3500,13875,1830,1670,2960,15000
9325200160,3090,7415,3090,0,2790,7425
9328500680,1680,6758,1680,0,1910,7000
9346700030,2260,10800,2260,0,2650,9900
9346700150,1840,9900,1840,0,2730,9900
9346980140,1920,7400,1260,660,2360,8048
9348700490,3540,9349,3540,0,3280,7546
9352900222,1320,963,1040,280,1300,1285
9353300600,1360,10726,1360,0,1650,10726
9353300820,1250,10723,1250,0,1520,10723
9358000650,1330,2856,930,400,1330,2856
9358001590,1880,3774,1360,520,1420,2550
9358400150,4150,13232,4150,0,3840,15121
9359100101,3510,13843,1850,1660,2680,8750
9368700006,2230,7560,1230,1000,1380,6570
9376301591,1570,2600,1570,0,1490,4000
9376301800,1960,4340,980,980,1630,4360
9382200121,1310,7697,850,460,1270,6410
9390700100,1150,2723,770,380,1440,4000
9396700024,1233,1244,963,270,1230,1300
9405800040,1890,4800,1390,500,1890,4800
9406450090,2360,6260,2360,0,2144,6773
9406520580,1646,9519,1646,0,1975,8889
9406521150,1654,8464,1654,0,1975,8515
9406521150,1654,8464,1654,0,1975,8515
9406530160,1970,4558,1970,0,1980,5123
9406540130,3910,8442,2710,1200,2650,7576
9406550060,1930,7862,1930,0,1640,9145
9406590250,1870,5371,1870,0,2380,4502
9407001600,1660,11500,1130,530,1250,11000
9407001830,1860,9000,1860,0,1390,9752
9407100300,1260,9600,1260,0,1530,9790
9407110680,1370,11400,1370,0,1390,9600
9407150100,1460,6377,1460,0,1600,6250
9407150250,1600,7936,1600,0,1830,7936
9407150310,1980,9757,1980,0,1610,6147
9407150360,2200,6250,2200,0,1850,6091
9412200330,1430,16200,1430,0,1690,13125
9412200730,1480,21320,1480,0,1850,17825
9412700550,1990,8991,1570,420,1920,8991
9413900035,3910,7500,3910,0,2600,9235
9414100030,3330,17533,1750,1580,3340,12798
9414500200,1790,11875,1490,300,1870,11760
9416400020,2200,3885,2200,0,2710,6000
9421500150,1830,8004,1200,630,1860,7971
9429400060,1870,5333,1870,0,2100,3730
9429500146,3200,18750,2660,540,3200,22475
9432750190,2080,17532,2080,0,2550,12560
9432900380,1850,8770,1850,0,2350,8606
9432900560,2360,8764,2360,0,2360,8746
9433000390,2840,4227,2840,0,2880,4227
9465910380,2850,7453,2850,0,2700,8468
9473200105,2110,4920,1460,650,1390,4732
9475710060,2220,5338,2220,0,2220,5338
9476200580,1010,8711,1010,0,1250,8053
9477000060,1650,7965,1650,0,1560,7350
9477100490,1510,7700,1510,0,1440,7416
9477201370,1760,8025,1230,530,1590,7543
9477201470,1270,6900,1270,0,1480,7280
9478500570,2620,4469,2620,0,2250,4500
9482700080,1516,2897,998,518,2100,3854
9485700136,1140,7316,1140,0,1140,7440
9485700150,920,7688,920,0,1040,7440
9485800050,1610,8064,1160,450,2260,8328
9485910100,2500,26400,1780,720,2180,31900
9492500090,2610,7256,2610,0,2610,7206
9498200046,940,6804,940,0,1150,6930
9500900430,1900,10588,1900,0,1530,10587
9508850120,2420,37800,1880,540,2780,35532
9510300220,2750,35440,2750,0,2710,35440
9510400100,2331,3826,2331,0,2441,3826
9510860060,2440,4153,2440,0,2030,4143
9510900630,2110,7665,1360,750,1660,8436
9510900710,2510,8165,1610,900,1940,8250
9510970300,3310,5101,3310,0,3010,5176
9512000140,2120,10202,1620,500,1570,10762
9512200140,2260,7163,2260,0,2340,6730
9512500680,1980,8400,1330,650,1920,8400
9513900050,1210,6634,1210,0,1560,7200
9520900210,2730,6401,2730,0,2520,6126
9521100866,1380,1120,1380,0,1310,1405
9521101221,1690,3250,1550,140,1620,3250
9521101455,1470,3864,1170,300,1570,3864
9522350090,2410,7069,2410,0,2240,7184
9523100712,1430,923,1410,20,1620,1505
9523102580,1960,2500,1410,550,2040,5000
9523103590,1480,3750,1480,0,1570,3750
9525600030,1780,2493,1780,0,2050,4400
9526600260,3080,4553,3080,0,2750,4929
9527000090,1890,8400,1520,370,1830,7980
9528100963,1833,1706,1833,0,1466,1455
9528101224,1420,1217,1180,240,1494,1264
9528102772,1270,1372,1270,0,1610,3090
9528102996,1540,1044,1540,0,1580,3090
9528104345,1190,1137,960,230,1190,1080
9530101290,1940,4500,1090,850,1700,4500
9533600185,1700,8534,1700,0,2100,10443
9540100060,1590,9417,1590,0,1600,9272
9541800065,2210,16200,1390,820,2050,16200
9542000050,2270,9830,2270,0,2540,11990
9542100085,2800,18673,1650,1150,2800,15300
9542100165,3720,14125,1930,1790,3160,15300
9542300320,2400,13430,2400,0,2580,10077
9542400010,2050,11041,2050,0,2530,11041
9542400025,2620,11041,2620,0,2230,11041
9542801310,2510,9900,1610,900,1940,8510
9542850320,2370,10289,1590,780,2500,10004
9543000896,1800,9216,1800,0,1400,10022
9543000945,1830,4744,1830,0,1670,8001
9547200790,1830,4500,1830,0,1830,4080
9547201155,1440,3060,1440,0,1440,3570
9547202245,2370,3672,1650,720,2140,4182
9550200370,1680,4021,1680,0,1710,4021
9550200650,1170,2400,740,430,1570,3919
9551201155,2610,4500,1660,950,2110,4500
9551201660,2750,4800,1960,790,2400,5300
9552700550,2360,12987,2360,0,2480,11665
9552701000,2460,8001,2460,0,2460,9126
9554200105,2020,6867,1010,1010,1250,6842
9558000100,2430,4781,2430,0,2420,4770
9558020840,2070,2992,2070,0,1900,2957
